Element Type,Element Name,Description,Identifier,Data Type
Enum Value,PRIVACY_POLICY,The privacy policy.,"Type: , Enum Value: PRIVACY_POLICY",N/A
Enum Value,TERMS_OF_SERVICE,The terms of service.,"Type: , Enum Value: TERMS_OF_SERVICE",N/A
Enum Value,TERMS_OF_SALE,The terms of sale.,"Type: , Enum Value: TERMS_OF_SALE",N/A
Enum Value,LEGAL_NOTICE,The legal notice.,"Type: , Enum Value: LEGAL_NOTICE",N/A
Enum Value,SUBSCRIPTION_POLICY,The purchase options cancellation policy.,"Type: , Enum Value: SUBSCRIPTION_POLICY",N/A
Enum Value,CONTACT_INFORMATION,The contact information.,"Type: , Enum Value: CONTACT_INFORMATION",N/A
Type,,Return type for `shopPolicyUpdate` mutation.,Type: ,N/A
Field,shopPolicy,The shop policy that has been updated.,"Type: , Field: shopPolicy",#<Class:0x00000001066399d8>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x0000000106abff20>
Type,,An error that occurs during the execution of a shop policy mutation.,Type: ,N/A
Field,code,The error code.,"Type: , Field: code",#<Class:0x00000001066382b8>
Field,field,The path to the input field that caused the error.,"Type: , Field: field",#<GraphQL::Schema::List:0x00000001054fc4e0>
Field,message,The error message.,"Type: , Field: message",#<GraphQL::Schema::NonNull:0x00000001054fc288>
Type,,Return type for `shopResourceFeedbackCreate` mutation.,Type: ,N/A
Field,feedback,The shop feedback that's created.,"Type: , Field: feedback",#<Class:0x0000000100b2e570>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x0000000106abfde0>
Type,,An error that occurs during the execution of `ShopResourceFeedbackCreate`.,Type: ,N/A
Field,code,The error code.,"Type: , Field: code",#<Class:0x0000000106633538>
Field,field,The path to the input field that caused the error.,"Type: , Field: field",#<GraphQL::Schema::List:0x00000001054f9c18>
Field,message,The error message.,"Type: , Field: message",#<GraphQL::Schema::NonNull:0x00000001054f98d0>
Type,,Possible error codes that can be returned by `ShopResourceFeedbackCreateUserError`.,Type: ,N/A
Enum Value,OUTDATED_FEEDBACK,The feedback for a later version of the resource was already accepted.,"Type: , Enum Value: OUTDATED_FEEDBACK",N/A
Enum Value,INVALID,The input value is invalid.,"Type: , Enum Value: INVALID",N/A
Enum Value,BLANK,The input value is blank.,"Type: , Enum Value: BLANK",N/A
Enum Value,PRESENT,The input value needs to be blank.,"Type: , Enum Value: PRESENT",N/A
Type,,Resource limits of a shop.,Type: ,N/A
Field,locationLimit,Maximum number of locations allowed.,"Type: , Field: locationLimit",#<GraphQL::Schema::NonNull:0x00000001054f8188>
Field,maxProductOptions,Maximum number of product options allowed.,"Type: , Field: maxProductOptions",#<GraphQL::Schema::NonNull:0x00000001054f70d0>
Field,maxProductVariants,The maximum number of variants allowed per product.,"Type: , Field: maxProductVariants",#<GraphQL::Schema::NonNull:0x00000001054f6b30>
Field,redirectLimitReached,Whether the shop has reached the limit of the number of URL redirects it can make for resources.,"Type: , Field: redirectLimitReached",#<GraphQL::Schema::NonNull:0x00000001054f6400>
Field,skuResourceLimits,"The maximum number of variants allowed per shop. If the shop has unlimited SKUs, then the quantity used cannot be retrieved.","Type: , Field: skuResourceLimits",#<GraphQL::Schema::NonNull:0x00000001054f5c58>
Type,,Possible sort of tags.,Type: ,N/A
Enum Value,ALPHABETICAL,Alphabetical sort.,"Type: , Enum Value: ALPHABETICAL",N/A
Enum Value,POPULAR,Popularity sort.,"Type: , Enum Value: POPULAR",N/A
Type,,A Shopify Function.,Type: ,N/A
Field,apiType,The API type of the Shopify Function.,"Type: , Field: apiType",#<GraphQL::Schema::NonNull:0x00000001054f4498>
Field,apiVersion,The API version of the Shopify Function.,"Type: , Field: apiVersion",#<GraphQL::Schema::NonNull:0x00000001054f3d90>
Field,app,The app that owns the Shopify Function.,"Type: , Field: app",#<GraphQL::Schema::NonNull:0x00000001054f3840>
Field,appBridge,The App Bridge information for the Shopify Function.,"Type: , Field: appBridge",#<GraphQL::Schema::NonNull:0x00000001054f34f8>
Field,appKey,The client ID of the app that owns the Shopify Function.,"Type: , Field: appKey",#<GraphQL::Schema::NonNull:0x00000001054f2fa8>
Field,description,The description of the Shopify Function.,"Type: , Field: description",GraphQL::Types::String
Field,id,The ID of the Shopify Function.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x00000001054f2828>
Field,inputQuery,The input query of the Shopify Function.,"Type: , Field: inputQuery",GraphQL::Types::String
Field,title,The title of the Shopify Function.,"Type: , Field: title",#<GraphQL::Schema::NonNull:0x00000001054f1f90>
Field,useCreationUi,If the Shopify Function uses the creation UI in the Admin.,"Type: , Field: useCreationUi",#<GraphQL::Schema::NonNull:0x00000001054f1ce8>
Type,,"An auto-generated type for paginating through multiple ShopifyFunctions.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x0000000106abfc50>
Field,nodes,A list of the nodes contained in ShopifyFunctionEdge.,"Type: , Field: nodes",#<GraphQL::Schema::NonNull:0x00000001054f0fa0>
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo",#<GraphQL::Schema::NonNull:0x00000001054f0ca8>
Type,,"An auto-generated type which holds one ShopifyFunction and a cursor during pagination.
",Type: ,N/A
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor",#<GraphQL::Schema::NonNull:0x00000001054f0640>
Field,node,The item at the end of ShopifyFunctionEdge.,"Type: , Field: node",#<GraphQL::Schema::NonNull:0x00000001054f0140>
Type,,"Balance and payout information for a
[Shopify Payments](https://help.shopify.com/manual/payments/shopify-payments/getting-paid-with-shopify-payments)
account. Balance includes all balances for the currencies supported by the shop.
You can also query for a list of payouts, where each payout includes the corresponding currencyCode field.
",Type: ,N/A
Field,activated,Whether the Shopify Payments setup is completed.,"Type: , Field: activated",#<GraphQL::Schema::NonNull:0x00000001054bf5e0>
Field,balance,Current balances in all currencies for the account.,"Type: , Field: balance",#<GraphQL::Schema::NonNull:0x00000001054becd0>
Field,bankAccounts,All bank accounts configured for the Shopify Payments account.,"Type: , Field: bankAccounts",#<GraphQL::Schema::NonNull:0x0000000106abfb60>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: bankAccounts, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: bankAccounts, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: bankAccounts, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: bankAccounts, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: bankAccounts, Argument: reverse",GraphQL::Types::Boolean
Field,chargeStatementDescriptor,"The statement descriptor used for charges.

The statement descriptor appears on a customer's credit card or bank statement when they make a purchase.
","Type: , Field: chargeStatementDescriptor",GraphQL::Types::String
Field,chargeStatementDescriptors,"The statement descriptors used for charges.

These descriptors appear on a customer's credit card or bank statement when they make a purchase.
","Type: , Field: chargeStatementDescriptors",#<Module:0x00000001065f85c8>
Field,country,The Shopify Payments account country.,"Type: , Field: country",#<GraphQL::Schema::NonNull:0x00000001054ba158>
Field,defaultCurrency,The default payout currency for the Shopify Payments account.,"Type: , Field: defaultCurrency",#<GraphQL::Schema::NonNull:0x00000001054b95a0>
Field,disputes,All disputes related to the Shopify Payments account.,"Type: , Field: disputes",#<GraphQL::Schema::NonNull:0x0000000106abfa48>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: disputes, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: disputes, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: disputes, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: disputes, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: disputes, Argument: reverse",GraphQL::Types::Boolean
Argument,query,"Supported filter parameters:
 - `id`
 - `initiated_at`
 - `status`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: disputes, Argument: query",GraphQL::Types::String
Field,fraudSettings,The fraud settings of the Shopify Payments account.,"Type: , Field: fraudSettings",#<GraphQL::Schema::NonNull:0x0000000106abf958>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x00000001054b4870>
Field,notificationSettings,The notifications settings for the account.,"Type: , Field: notificationSettings",#<GraphQL::Schema::NonNull:0x0000000106abf868>
Field,onboardable,Whether the Shopify Payments account can be onboarded.,"Type: , Field: onboardable",#<GraphQL::Schema::NonNull:0x00000001054b3e98>
Field,payoutSchedule,The payout schedule for the account.,"Type: , Field: payoutSchedule",#<GraphQL::Schema::NonNull:0x0000000106abf778>
Field,payoutStatementDescriptor,"The descriptor used for payouts.

The descriptor appears on a merchant's bank statement when they receive a payout.
","Type: , Field: payoutStatementDescriptor",GraphQL::Types::String
Field,payouts,All current and previous payouts made between the account and the bank account.,"Type: , Field: payouts",#<GraphQL::Schema::NonNull:0x0000000106abf688>
Argument,transactionType,Filter the direction of the payout.,"Type: , Field: payouts, Argument: transactionType",#<Class:0x0000000106593e98>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: payouts, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: payouts, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: payouts, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: payouts, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: payouts, Argument: reverse",GraphQL::Types::Boolean
Field,permittedVerificationDocuments,The permitted documents for identity verification.,"Type: , Field: permittedVerificationDocuments",#<GraphQL::Schema::NonNull:0x0000000106abf4a8>
Field,verifications,The verifications necessary for this account.,"Type: , Field: verifications",#<GraphQL::Schema::NonNull:0x0000000106abf368>
Type,,"A bank account that can receive payouts.
",Type: ,N/A
Field,accountNumber,The account number of the bank account.,"Type: , Field: accountNumber",#<GraphQL::Schema::NonNull:0x000000010517d148>
Field,accountNumberLastDigits,The last digits of the account number (the rest is redacted).,"Type: , Field: accountNumberLastDigits",#<GraphQL::Schema::NonNull:0x000000010517c270>
Field,bankName,"The name of the bank.
","Type: , Field: bankName",GraphQL::Types::String
Field,country,"The country of the bank.
","Type: , Field: country",#<GraphQL::Schema::NonNull:0x000000010517a128>
Field,createdAt,The date that the bank account was created.,"Type: , Field: createdAt",#<GraphQL::Schema::NonNull:0x00000001051796b0>
Field,currency,"The currency of the bank account.
","Type: , Field: currency",#<GraphQL::Schema::NonNull:0x0000000105179228>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000105178e90>
Field,payouts,All current and previous payouts made between the account and the bank account.,"Type: , Field: payouts",#<GraphQL::Schema::NonNull:0x0000000106abf688>
Argument,transactionType,Filter the direction of the payout.,"Type: , Field: payouts, Argument: transactionType",#<Class:0x0000000106593e98>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: payouts, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: payouts, Argument: after",GraphQL::Types::String
